Company,Sector,Price,Market Cap,Free Float Market Cap %,6m ADV,RoE %,RoCE %,EBIT Margin %,EPS,PAT %,Stock Return %
Jindal Drilling & Industries Ltd.,Crude Oil,170.65,72.75117907,0.3629,0.10078166,0.029923106,0.076607484,0.067954969,61.14870891,0.052600337,25.57027226
Vishnu Chemicals Ltd.,Chemicals,266.5,46.83162949,0.25,0.060558519,0.17094221,0.222061309,0.155859421,89.27108148,0.052766154,-32.71051635
Banco Products (India) Ltd.,Auto & Auto Anc.,201.65,212.1467412,0.3211,0.449662688,0.098720073,0.153347536,0.056771936,53.20649253,0.052845675,38.2111035
Astral Poly Technik Ltd.,Home Building,390.85,688.5960521,0.4066,0.160867787,0.161995729,0.205637748,0.091884029,20.75784193,0.052932159,-7.753127213
Morganite Crucible (India) Ltd.,Cap. Goods,672,27.67872767,0.25,0.005017384,0.094343616,0.164738193,0.095131463,39.76212188,0.053063656,-1.969365427
Phoenix Lamps Ltd.,Auto & Auto Anc.,154.95,63.86569823,0.3807,0.085769036,0.166776463,0.212161321,0.094725945,57.17255273,0.053212977,36.70048522
Jubilant FoodWorks Ltd.,Cons. Disc.,839.05,813.9681905,0.5496,7.430761568,0.186735384,0.269986697,0.073567966,25.71060423,0.053369677,-41.6211515
Tata Motors Ltd.,Auto,497.75,23523.93346,0.6699,51.50463409,0.23022931,0.208288661,0.098365225,111.7144505,0.053381605,36.03443564
Bharti Airtel Ltd.,Telecom,319.75,18802.1269,0.3325,13.33402169,0.081196657,0.138379223,0.170296662,49.00248812,0.053631244,-0.760397269
Samkrg Pistons & Rings Ltd.,Auto & Auto Anc.,194.55,28.10500413,0.3312,0.02699235,0.155675152,0.212256713,0.095894677,82.71615934,0.053640453,5.90636908
Country Club Hospitality & Holidays Ltd.,Hospitality,13.15,31.62049347,0.262,0.019677136,0.026881537,0.068448252,0.189489671,157.2513716,0.05383755,-20.54380665
VRL Logistics Ltd.,Logistics,271.4,364.2760084,0.3043,1.476287313,0.271604897,0.24062317,0.111422763,45.87731998,0.053841528,-35.19579752
Tide Water Oil Company (India) Ltd.,Auto & Auto Anc.,5720,293.219403,0.7377,0.183222514,0.128731407,0.180544286,0.066590182,35.37419384,0.054693224,-29.12362352
High Ground Enterprise Ltd.,Media & Ent.,35.85,60.70766083,0.5139,0.060575153,0.16290381,0.21893167,0.094964679,25.35800304,0.054760704,-63.28349037
Garware-Wall Ropes Ltd.,Textile ,629.35,202.581256,0.4936,0.13767253,0.147608351,0.199437547,0.083990374,38.61327131,0.055303251,53.25703154
Vardhman Textiles Ltd.,Textiles,1097.7,1027.335765,0.3777,0.337475961,0.115414909,0.10447164,0.085589392,66.05396533,0.055337785,33.83321141
Balaji Amines Ltd.,Chemicals,332.05,158.2634871,0.4558,0.128814617,0.159660894,0.181220332,0.132008102,39.09776736,0.055351308,122.3300971
Lincoln Pharmaceuticals Ltd.,Healthcare,192.5,56.63430141,0.6419,0.445673941,0.140203196,0.146398311,0.079066354,46.98115167,0.055360441,-33.11327311
Ceat Ltd.,Auto Anc,1197.45,712.5178034,0.4923,16.04768428,0.23737065,0.262237749,0.103003985,81.43492376,0.055449629,11.98971242
United Breweries Ltd.,Cons. Disc.,801.35,3116.814612,0.2611,2.36220144,0.146243004,0.160513695,0.088346903,15.04135017,0.055482913,-14.9174497
Reliance Industries Ltd.,Oil & Gas,1074.95,51290.08046,0.5488,46.851687,0.100449632,0.094562583,0.068765565,73.19836441,0.055810167,4.141639217
LG Balakrishnan & Brothers Ltd.,Cap. Goods,591.75,136.6318127,0.5255,0.083267413,0.195721667,0.205467531,0.087189247,85.84983078,0.056096352,17.22464342
Esab India Ltd.,Cap. Goods,573.85,129.9394626,0.2628,0.009946349,0.089416163,0.17227495,0.067518347,33.9758216,0.056337773,-10.47581903
Vardhman Acrylics Ltd.,Textile ,48.55,77.51216372,0.2519,0.041409598,0.090649872,0.117076951,0.040994366,64.25806946,0.056637693,28.43915344
Mirza International Ltd.,FMCG,92.8,164.2306091,0.2622,0.370056074,0.173939171,0.229430749,0.127795805,55.9177126,0.0567328,-30.97805876
Honeywell Automation India Ltd.,Cap. Goods,9288.8,1208.107308,0.25,0.045289346,0.13147627,0.261817132,0.081225792,15.91693045,0.056846406,4.238533963
Blue Dart Express Ltd.,Logistics,4442.3,1550.553045,0.25,0.385224686,0.272315885,0.322892055,0.079501793,14.65380373,0.056941663,-34.07289781
Aries Agro Ltd.,Chemicals,176.35,33.7351463,0.4726,0.099865413,0.097722196,0.12192255,0.14855651,90.33625477,0.056964599,81.5234174
Morarjee Textiles Ltd.,Textile ,55.1,29.44854856,0.4029,0.034140894,0.162663625,0.155458578,0.137089295,124.0227848,0.057060075,12.10579858
Insecticides (India) Ltd.,Chemicals,514.65,156.4677947,0.3125,0.084983197,0.204584887,0.174170539,0.100487403,61.62236145,0.057073724,26.6363189
ACI Infocom Ltd.,Cons. Durable,6.27,10.1909083,0.7934,0.001165071,0.006215913,0.010281686,-0.136281586,1.71926628,0.057074743,-10.42857143
Excel Crop Care Ltd.,Chemicals,1756.8,284.4173261,0.7528,0.082084024,0.181974812,0.233357766,0.080865442,36.04647136,0.057197251,59.26748561
JK Lakshmi Cement Ltd.,Cement,356.9,617.7764813,0.5406,0.557091359,0.100512634,0.08449733,0.102770844,37.48184125,0.057325721,8.020581114
Honda Siel Power Products Ltd.,Cap. Goods,1497.2,223.3922499,0.3233,0.085052889,0.1169935,0.179692907,0.076439008,28.2340905,0.057425732,9.717133226
Xchanging Solutions Ltd.,IT,53.45,87.59235156,0.25,0.05058788,0.056602803,0.066822279,-0.014148806,32.7597096,0.057501307,-13.99839099
Shanthi Gears Ltd.,Auto & Auto Anc.,114.55,137.6956497,0.2988,0.072996099,0.033287411,0.049968351,0.011405374,11.27050857,0.057606805,10.1972102
Akzo Nobel India Ltd.,Home Building,1409.05,994.0935351,0.2704,0.206172633,0.165369386,0.309763548,0.082627622,25.42014318,0.057843292,4.050361837
India Motor Parts & Accessories Ltd.,Trading,764.1,93.51260582,0.6928,0.006079431,0.144348669,0.197170118,0.066370229,54.74850107,0.0578943,10.73913043
Goldiam International Ltd.,Diamond & Jewellery,79,28.98990272,0.4308,0.031483777,0.075455558,0.071640993,0.057067322,110.9197582,0.057937157,48.77589454
PC Jeweller Ltd.,Cons. Disc.,411.55,1084.268923,0.2945,2.006313665,0.200947123,0.277303594,0.111174704,58.66887139,0.058010307,4.613624809
Nitin Fire Protection Industries Ltd.,Cap. Goods,28,120.3817183,0.2749,0.23871221,0.165310865,0.12644547,0.088137936,95.24379484,0.058287339,-37.98449612
GKW Ltd.,Auto & Auto Anc.,441,38.70588953,0.25,0.001535392,0.009938755,0.018547926,-0.439452087,3.985388319,0.058343814,-23.30434783
Siemens Ltd.,Cap. Goods,1164.15,6098.51993,0.25,3.262602683,0.129845259,0.196438514,0.073217143,17.32075999,0.058347455,-3.414087779
Roto Pumps Ltd.,Cap. Goods,56.35,12.84851638,0.303,0.004838434,0.112842673,0.140883667,0.131079957,72.90715973,0.058393454,-25.36423841
HIL Ltd.,Const. Materials,622.95,68.38486895,0.5901,0.079073057,0.157145649,0.19970356,0.075312193,161.9936423,0.058440605,0.01605523
Hinduja Global Solutions Ltd.,IT,520.95,158.9576618,0.3232,0.127315582,0.130428312,0.121953774,0.073380817,176.6243771,0.058680434,0.832284912
Mold-Tek Packaging Ltd.,Plastic Products,200,81.46822781,0.6518,0.1057106,0.199559969,0.254251012,0.113005649,34.98664543,0.058870996,28.36970475
3M India Ltd.,Industrials,11305,1873.368786,0.25,0.163411056,0.144114008,0.191277699,0.083736402,9.823466761,0.059012195,6.2040847
Essel Propack Ltd.,Plastic Products,246.2,568.9663683,0.4297,0.185291707,0.184374485,0.160564867,0.111481568,40.82766023,0.059084187,52.06917851
APM Industries Ltd.,Textile ,62.9,19.9963883,0.3641,0.008533967,0.106761118,0.161965351,0.08926324,156.7088695,0.059101138,-8.108108108
Syncom Formulations (India) Ltd.,Healthcare,2.04,23.42645489,0.5499,0.070655365,0.105515307,0.163907348,0.085398598,74.01507749,0.059460957,-55.36105033
National Buildings Construction Corporation Ltd.,E&C,250.95,2214.916042,0.1,2.987683131,0.224391229,0.350297516,0.061412698,21.1030306,0.059503942,24.30036158
Rollatainers Ltd.,Cap. Goods,17.7,65.12652059,0.2505,0.122786134,0.276020822,0.073718497,0.031161875,60.95598174,0.059624404,-30.17751479
Manali Petrochemicals Ltd.,Crude Oil,35.4,89.56711499,0.5518,0.236181594,0.192814071,0.313572975,0.088168959,81.85257503,0.060003009,14.00966184
Associated Stone Industries  (Kotah) Ltd.,Const. Materials,22.95,27.97167434,0.296,0.010064196,0.068942578,0.126048174,0.140649929,74.64083039,0.06006239,19.03526971
SMS Pharmaceuticals Ltd.,Healthcare,94.55,117.7382941,0.3612,0.12494823,0.147934271,0.208857907,0.117805407,49.81662971,0.060098971,-21.04384134
Mindteck (India) Ltd.,IT,93.5,34.81716737,0.3478,0.028021628,0.123627506,0.181069853,0.085264428,91.66391235,0.060160218,-42.98780488
Balasore Alloys Ltd.,Metals & Mining,57.75,67.01854972,0.4355,0.111243208,0.055700201,0.097653695,0.102599891,126.5104517,0.060175405,150
Berger Paints India Ltd.,Home Building,219.45,3134.387044,0.2502,1.937819748,0.21915806,0.250901353,0.096764043,13.78917134,0.060364733,21.12264047
Ahluwalia Contracts (India) Ltd.,Realty,251.75,248.0746933,0.3757,0.073971576,0.227140164,0.215826287,0.088274374,42.72600526,0.060391119,-15.77450652
Apcotex Industries Ltd.,Agri,316.75,96.62777446,0.4211,0.063303344,0.232829122,0.291754891,0.092307415,36.74729155,0.060662232,34.47251114
Plastiblends India Ltd.,Plastic Products,475,90.7978037,0.3793,0.043171097,0.204132112,0.261927188,0.09013197,54.44559008,0.060766172,-1.36019105
GMM Pfaudler Ltd.,Cap. Goods,576.6,123.9842613,0.25,0.056096122,0.129440668,0.198376636,0.080665609,24.81185892,0.060885225,81.43486469
Tasty Bite Eatables Ltd.,FMCG,3626.65,136.8929603,0.2577,0.059274289,0.272597858,0.21889957,0.101634001,12.91915958,0.061067252,113.8039794
SRF Ltd.,Chemicals,1565.25,1322.115862,0.4762,4.373968751,0.127252136,0.119691549,0.10406226,34.33775837,0.061147401,16.13369936
Transpek Industry Ltd.,Chemicals,507.95,41.73565215,0.4745,0.016376389,0.270655195,0.214017081,0.099237427,69.38873243,0.061257245,19.46142992
Sutlej Textiles & Industries  Ltd.,Textile ,814,196.1701706,0.361,0.068783019,0.225716928,0.171599671,0.08636563,95.74421505,0.061542446,44.9817437
Pudumjee Pulp & Paper Mills Ltd.,Paper,21.5,12.96704849,0.3849,0.010800958,0.117232458,0.13474832,0.085283378,256.8747238,0.061694908,-32.47487437
Ashapura Intimates Fashion Ltd.,Textile ,410.3,117.4964427,0.3226,0.644318585,0.243493685,0.189681651,0.160940733,16.74725596,0.061949147,35.68121693
Unichem Laboratories Ltd.,Pharma,274.9,367.4815948,0.4991,0.240322996,0.08863927,0.089519947,0.04970455,32.70349909,0.062107181,5.690119185
India Tourism Development Corporation Ltd.,Hospitality,214.8,271.0100848,0.1297,0.009637498,0.103080408,0.106753316,-2.78E-05,18.16014339,0.062114174,12.75590551
Apollo Hospitals Enterprise Ltd.,Hotels; Hospitals; Hospitality,1196.5,2448.709099,0.6565,3.234437648,0.104817622,0.118834484,0.100999275,21.14768554,0.062221285,-17.78609956
Hawkins Cookers Ltd.,Cons. Durable,2587.8,201.291659,0.4396,0.035209972,0.559422534,0.645293218,0.091717699,25.559842,0.06242975,-7.759757619
Sterling Tools Ltd.,Auto & Auto Anc.,949,95.55053073,0.2985,0.053516892,0.196617483,0.201102974,0.102319679,35.8718235,0.062493221,81.0550415
Kama Holdings Ltd.,Plastic Products,2402.25,228.019912,0.25,0.026389087,0.224263459,0.119851656,0.10534383,199.9985773,0.062617784,62.34161176
Gulshan Polyols Ltd.,Chemicals,73.1,50.45063243,0.4111,0.038547438,0.129056142,0.121707655,0.078283243,79.71439011,0.063083695,-23.53556485
Exide Industries Ltd.,Auto Anc,186.5,2331.935748,0.5401,5.89486005,0.164836249,0.23795041,0.005869984,40.88856225,0.063105732,31.47691223
Shivam Autotech Ltd.,Auto & Auto Anc.,44.65,65.68107943,0.252,0.068306265,0.164971275,0.169625964,0.124967896,67.875879,0.063389366,-29.85074627
Whirlpool Of India Ltd.,Cons. Durable,920.4,1717.752617,0.25,0.521820619,0.25432475,0.363763265,0.079897922,19.17495434,0.063926498,36.5173539
Goodyear India Ltd.,Auto & Auto Anc.,721.4,244.7804844,0.26,0.117673111,0.219399563,0.341008117,0.078827217,64.51290444,0.063933129,28.02129547
NIIT Technologies Ltd.,IT,422.65,381.5051902,0.6921,1.296096372,0.113985599,0.191130674,0.102940579,62.18777047,0.064408968,-25.71403463
Avanti Feeds Ltd.,Agri,528.85,353.3073348,0.5605,0.200352835,0.514485644,0.63929788,0.097674243,50.27510683,0.064427636,23.2032615
Shree Cement Ltd.,Cement,14298.5,7327.449795,0.3521,3.045389671,0.086048831,0.092020328,0.063241322,9.040184765,0.064867191,24.85210459
TCPL Packaging Ltd.,Paper,585.85,74.97638641,0.4158,0.024814717,0.320287555,0.227796663,0.121171175,66.39983918,0.064900109,-10.35195103
Infinite Computer Solutions (India) Ltd.,IT,229.55,135.5974475,0.2514,0.068276801,0.153811443,0.183883302,0.080345624,128.1314349,0.064969541,-2.006403415
Cox & Kings (India) Ltd.,Misc.,186.4,484.1378998,0.4873,1.223472457,0.076783633,0.112995761,0.31627152,53.06525271,0.065124227,-24.22764228
Godfrey Phillips India Ltd.,FMCG,1034.05,790.8842506,0.2794,2.768076929,0.135020239,0.191059508,0.099906693,32.70960065,0.065161657,-24.48331264
Kabra Extrusiontechnik Ltd.,Cap. Goods,121.65,57.08909848,0.4383,0.027262546,0.13027799,0.196884092,0.081010663,47.51789873,0.065173621,16.3001912
TTK Prestige Ltd.,Cons. Durable,5665.95,970.2618009,0.2963,0.312540444,0.147229366,0.220591855,0.096272967,14.30834233,0.065289244,26.30998161
Hindustan Copper Ltd.,Metals & Mining,62.25,847.23177,0.1005,0.517141724,0.036084303,0.043963947,0.01396959,12.00829969,0.065452353,4.97470489
Maruti Suzuki India Ltd.,Auto,5615.55,24953.59758,0.4379,48.96560958,0.14582362,0.214872183,0.083850051,20.35834706,0.065754881,25.3247188
Maharashtra Seamless Ltd.,Metals & Mining,275.95,271.97038,0.4043,0.092350512,0.031077009,0.050524891,0.055183203,49.8093067,0.065757925,63.38069864
Eicher Motors Ltd.,Auto,22717.75,9090.970391,0.4933,15.80623186,0.252191946,0.292127306,0.102417856,9.612087186,0.065964625,29.63015797
Praj Industries Ltd.,Cap. Goods,83.9,220.5913057,0.6613,0.815836689,0.109356932,0.125982787,0.046828993,45.09456965,0.066217842,-14.03688525
Voltas Ltd.,E&C,336.45,1637.631146,0.697,6.717587477,0.175202979,0.221491965,0.073700601,31.64990244,0.06627711,10.05888126
Fortis Malar Hospitals Ltd.,Healthcare,85.2,23.3920975,0.3683,0.014750521,0.089406036,0.141716657,0.040972947,50.41261597,0.066736947,12.6984127
Rolta India Ltd.,IT,63.3,152.1545452,0.49,0.40814832,0.109541809,0.136603101,0.181994097,241.8238637,0.067262587,-36.889332
The Ramco Cements Ltd.,Cement,577.75,2023.372374,0.577,1.282682447,0.096759792,0.103687798,0.12841178,18.06563165,0.067295881,47.76214834
Orient Abrasives Ltd.,Abrasives,32.6,57.37331023,0.3693,0.018457566,0.081622934,0.111026933,0.103841502,31.88025918,0.067465759,-39.68547641
Vidhi Dyestuffs Manufacturing Ltd.,Chemicals,52.8,38.79223187,0.3573,0.064702599,0.314029786,0.301992426,0.132798263,48.66252621,0.067488536,-27.81954887
Nitin Spinners Ltd.,Textile ,72.25,48.71289148,0.3579,0.112039508,0.27874289,0.179076034,0.11555945,126.552188,0.06749695,-4.431216931
IFGL Refractories Ltd.,Cap. Goods,169.75,86.42434778,0.287,0.067059416,0.157671543,0.175559734,0.094802363,91.03513306,0.067516967,51.63019205
KPR Mill Ltd.,Textile ,566.45,627.9927367,0.2504,0.225447261,0.197539423,0.173332845,0.110228978,40.85636425,0.067742376,24.00394046
India Nippon Electricals Ltd.,Auto & Auto Anc.,553.8,92.14286549,0.3361,0.046851643,0.102067158,0.146737953,0.078825197,35.56775647,0.067860428,41.13149847
IL&FS Transportation Networks Ltd.,Infra.,111.9,541.4919975,0.2678,0.863582692,0.082039474,0.087480594,0.309398552,120.054849,0.067881642,20.32258065
Kalyani Steels Ltd.,Iron & Steel,305,195.8544123,0.394,1.339961553,0.190705709,0.213732262,0.110936696,62.629154,0.067926519,72.75559332
Finolex Cables Ltd.,Industrials,421.8,948.9528051,0.6414,0.311512616,0.140572085,0.191124704,0.079948062,25.80834354,0.067964019,64.12451362
Alstom India Ltd.,Cap. Goods,520.65,514.8864603,0.3142,0.070467264,0.151584682,0.238912463,0.048642135,41.25744536,0.068107462,-23.64716234
Skipper Ltd.,Iron & Steel,142.8,214.9277715,0.2763,0.117080758,0.334291514,0.302140412,0.154941701,61.08084548,0.068121728,-31.41210375
Acrysil Ltd.,Plastic Products,529.95,40.45156951,0.5758,0.013006943,0.230569495,0.21814064,0.158083692,31.45295195,0.068536149,-19.67411898
Aksh Optifibre Ltd.,Electricals,25.15,60.17985377,0.7059,0.945711314,0.062460109,0.068013695,0.089280779,59.1637197,0.068755084,35.21505376
Titan Company Ltd.,Cons. Disc.,355.2,4638.741084,0.4695,6.703956671,0.292259123,0.34686016,0.088877156,25.68242069,0.068770402,2.112979733
Tata Coffee Ltd.,Misc.,114.9,315.679831,0.4252,1.276018227,0.156310534,0.15519056,0.171287131,53.58014779,0.068782557,13.25776244
Axiscades Engineering Technologies Ltd.,IT,191.5,76.5932185,0.4088,0.507450374,0.192879196,0.23626476,0.102764444,41.46441158,0.068799553,-38.88622946
Aarti Industries Ltd.,Chemicals,699.75,845.3035785,0.4519,0.389434948,0.212625704,0.194827354,0.131954255,34.40137808,0.068993365,35.53166764
Genus Power Infrastructures Ltd.,Electricals,40.6,153.5030035,0.4942,0.102298602,0.137193871,0.14951648,0.116607483,59.60792813,0.069049211,-25.43617998
Greaves Cotton Ltd.,Auto Anc,122.5,440.0607521,0.49,0.299054127,0.143000639,0.214715748,0.089202514,38.57899147,0.069181427,-13.85372714
Relaxo Footwears Ltd.,Cons. Disc.,401.2,708.9769567,0.2502,0.076913087,0.319873615,0.297809808,0.108549202,20.88663371,0.069596847,-19.79208317
Super Sales India Ltd.,Textile ,557.5,25.18919043,0.4702,0.008261763,0.156752097,0.172420756,0.11034751,87.57415234,0.069812079,10.33049673
Shree Pushkar Chemicals & Fertilisers Ltd.,Chemicals,184.9,82.19436975,0.3973,0.426693809,0.245777956,0.233165181,0.104772625,32.42557864,0.069975987,64.42863495
Pfizer Ltd.,Pharma,1807.65,1216.473749,0.3608,0.268682105,0.098577793,0.242962639,0.136310361,15.2351697,0.069982578,-23.41439648
Rupa & Company Ltd.,Textile ,247.3,289.2971898,0.2507,0.013142503,0.221719008,0.248611359,0.12606323,33.61937621,0.07000829,-19.56415677
J Kumar Infraproject Ltd.,Infra.,228.55,254.3888089,0.5652,0.905756308,0.13836374,0.177477574,0.151285943,52.8004988,0.070273237,-39.01267512
Waterbase Ltd.,FMCG,90.8,51.56185535,0.4261,0.092365483,0.20994229,0.296308507,0.106341262,53.83016149,0.070291539,-14.01515152
Granules India Ltd.,Pharma,112.25,358.813197,0.4892,2.066669413,0.231322676,0.186833303,0.120628431,36.03330119,0.070414125,-22.04861111
Aarti Drugs Ltd.,Pharma,625.65,222.880678,0.3803,0.123440815,0.276358472,0.215611751,0.128867501,49.21395654,0.070426773,6.51174668
DLF Ltd.,Realty,126.55,3321.005457,0.2505,18.05238679,0.01850342,0.056739599,0.324098963,23.03135481,0.07059346,10.2832244
Saksoft Ltd.,IT,295.95,43.53486105,0.27,0.031326407,0.152284737,0.184220435,0.107121867,53.15280546,0.070613656,-24.04722187
Veto Switchgears & Cables Ltd.,Cap. Goods,133.35,35.95055405,0.3308,0.209909555,0.099869012,0.131320303,0.135346235,27.06559122,0.070913021,27.24236641
Britannia Industries Ltd.,FMCG,2894.95,5110.272888,0.4927,7.688003302,0.550298059,0.68847477,0.091548937,15.37769151,0.071539826,-3.556318086
Technocraft Industries (India) Ltd.,Iron & Steel,378.9,146.588254,0.25,0.104854805,0.123922593,0.148654319,0.099946191,70.18506408,0.071625008,47.77691108
Panasonic Energy India Company Ltd.,Auto & Auto Anc.,282.65,31.18380252,0.4194,0.009903813,0.217547473,0.325845682,0.092345818,76.47688246,0.071744855,-26.4698231
Shaily Engineering Plastics Ltd.,Plastic Products,525,64.24206435,0.4591,0.017197489,0.214029184,0.160168133,0.111656624,27.97366601,0.07194981,-17.48526523
Scooters India Ltd.,Auto & Auto Anc.,39.05,24.69619704,0.0626,0.001262067,0.124129942,0.099355136,0.033359207,61.5552264,0.071965162,31.2605042
Greenply Industries Ltd.,Home Building,248.35,447.9922264,0.45,0.161370776,0.211262459,0.151740189,0.103415643,34.97316711,0.072142018,23.74190334
Anuh Pharma Ltd.,Healthcare,218.05,80.36864563,0.2894,0.027108037,0.219190065,0.351284576,0.097844014,35.29865322,0.072156101,-33.72340426
Gillette India Ltd.,FMCG,4220.75,2023.154573,0.25,0.228131488,0.195655939,0.361625054,0.064345952,9.266271718,0.072315185,-9.163788187
Bharat Rasayan Ltd.,Chemicals,1820.9,113.8397267,0.2521,0.025566692,0.325113908,0.271881794,0.147454918,38.54178325,0.072363253,65.38601272
Om Metals Infraprojects Ltd.,Cap. Goods,45.9,65.02419263,0.2926,0.036373027,0.046617546,0.084727588,0.143605723,51.56317102,0.072445753,-19.89528796
Glenmark Pharmaceuticals Ltd.,Pharma,892.65,3705.169155,0.5352,6.855339689,0.158870489,0.120094286,0.116310158,17.69439862,0.072499182,-1.576713159
Brigade Enterprises Ltd.,Realty,152.7,255.2546956,0.4371,0.051757622,0.072099267,0.11420044,0.21654982,51.35380554,0.072518938,-0.5859375
KNR Construction Ltd.,Infra.,169.5,350.6123958,0.3925,0.100082493,0.096794789,0.061557085,0.076899146,26.55891552,0.072735005,51.50160887
South India Paper Mills Ltd.,Paper,123,27.14033405,0.5557,0.003178167,0.129937526,0.18465548,0.118227899,68.36156385,0.072924023,11.51405258
Anjani Portland Cement Ltd.,Const. Materials,167.1,62.154157,0.25,0.015206647,0.249538786,0.161583929,0.172234728,38.1676804,0.072925624,2.245609741
Inani Marbles & Industries  Ltd.,Metals & Mining,46,10.9958806,0.4009,0.00045924,0.143315854,0.181890988,0.148222832,64.15630777,0.07300252,-39.56910142
Global Vectra Helicorp Ltd.,Aviation,104.75,21.57252026,0.25,0.026147591,0.367379793,0.209727265,0.126723504,160.7664027,0.073094009,-22.57945307
Kakatiya Cement Sugar & Industries Ltd.,Const. Materials,287.9,32.92282447,0.4685,0.407628337,0.079654241,0.091006847,0.081346222,58.54233441,0.073208227,86.04200323
Asahi Songwon Colors Ltd.,Chemicals,236.45,42.68573414,0.3772,0.130975359,0.142188049,0.165217604,0.124459301,56.11578988,0.073559381,38.03269119
Indo-National Ltd.,Auto & Auto Anc.,983.2,54.23653748,0.2515,0.031246982,0.147695838,0.248950423,0.05960384,56.7756561,0.073750168,-12.22212302
Jai Corp Ltd.,Industrials,73.25,192.2833029,0.2699,0.903278736,0.022826858,0.037279553,0.093857828,36.71908009,0.074131084,-15.21990741
Kansai Nerolac Paints Ltd.,Home Building,337.75,2677.554116,0.2601,0.770730993,0.177282848,0.250991963,0.106744392,13.39647994,0.074806662,18.73791528
Sandur Manganese & Iron Ores Ltd.,Metals & Mining,875.75,112.721567,0.3085,0.065770404,0.075361801,0.098579875,0.090367062,31.1048639,0.074867613,85.34391534
Gujarat Fluorochemicals Ltd.,Chemicals,475.95,769.0953945,0.3167,0.20062607,0.106345605,0.113301141,0.133984739,69.44275753,0.074990491,-11.15363076
Vaibhav Global Ltd.,Misc.,298.25,142.7461195,0.3166,0.023525264,0.367862753,0.34781857,0.088746786,96.36128701,0.075004363,-39.34309538
Puravankara Projects Ltd.,Realty,43.85,152.9716547,0.25,0.099587809,0.056914493,0.097860531,0.221061917,109.6752208,0.075209213,-31.05345912
Supreme Industries Ltd.,Home Building,904.85,1690.795173,0.5029,0.650734804,0.285116657,0.3482385,0.123914586,25.16677341,0.075402111,30.17551431
Dishman Pharmaceuticals & Chemicals Ltd.,Pharma,227.8,540.8298622,0.386,4.237940253,0.098873876,0.109876614,0.103422976,29.12538323,0.075921111,32.4803722
Firstsource Solutions Ltd.,IT,39,388.0299106,0.4459,0.985303184,0.110747911,0.101239666,0.103813551,78.20665153,0.076275632,-6.810035842
Advani Hotels & Resorts (India) Ltd.,Hospitality,50.9,34.60664473,0.4983,0.002972391,0.11039374,0.137164446,0.137509087,14.00829537,0.076529544,-9.107142857
Gujarat State Fertilizers & Chemicals Ltd.,Agri Inputs,103.8,608.4431672,0.6216,1.112453339,0.093857594,0.117198194,0.092316482,87.51131226,0.076926457,26.43118149
Srikalahasthi Pipes Ltd.,Iron & Steel,277.4,162.2597968,0.4922,0.463252663,0.321717389,0.233395957,0.13946988,66.77875983,0.077015309,-2.478467217
Sintex Industries Ltd.,Home Building,82.2,632.9721414,0.6754,4.510696887,0.130971824,0.117820321,0.1315729,110.6938132,0.077028691,-18.54934602
Ramkrishna Forgings Ltd.,Auto & Auto Anc.,342.6,144.488393,0.4959,0.11753873,0.191081567,0.105061745,0.108933836,62.77251627,0.077112206,-30.89955627
Tata Metaliks Ltd.,Iron & Steel,343.85,127.9093611,0.4991,2.380367755,1,0.490378722,0.117847091,110.9060735,0.077872962,239.1025641
Tamil Nadu Newsprint & Papers Ltd.,Paper,342.7,348.9036795,0.6468,0.538263073,0.141803442,0.130782988,0.172497902,61.21253875,0.077935954,31.47899482
Sonata Software Ltd.,IT,197.2,305.0516818,0.6905,0.311892966,0.327244014,0.427623514,0.091975546,55.14239846,0.078091554,12.7823849
Som Distilleries & Breweries Ltd.,Alcohol,127.4,51.57919369,0.7703,0.11181981,0.143040987,0.190146175,0.128780179,39.96901265,0.078241361,-34.66666667
Bata India Ltd.,Cons. Disc.,472.25,892.8674212,0.4704,3.502755883,0.181513663,0.33871109,0.100878435,24.13791733,0.078370598,-5.521656497
Pokarna Ltd.,Const. Materials,913.25,83.3021524,0.4333,0.072370302,0.650471293,0.188113647,0.189616168,39.1777752,0.078533077,-0.975874221
NRB Bearings Ltd.,Auto & Auto Anc.,110.5,157.5455558,0.4503,0.031205423,0.22275861,0.173584929,0.138597037,42.54697612,0.078635411,-22.59194396
Sarda Energy & Minerals Ltd.,Iron & Steel,246.8,130.78485,0.2871,0.465644822,0.117416551,0.121417436,0.161581226,134.5627647,0.07865322,115.3577661
Godrej Properties Ltd.,Realty,316.15,1006.229358,0.2505,0.538180823,0.079713867,0.065280774,0.134138865,18.31679811,0.078721061,-4.196969697
Jyothy Laboratories Ltd.,FMCG,332.9,889.3689018,0.3315,0.468316028,0.15769738,0.107164077,0.086124958,17.03269585,0.078807263,8.049334632
Nocil Ltd.,Chemicals,71.2,169.5963168,0.6239,1.69748557,0.143214828,0.188174359,0.137377109,42.39477092,0.078929101,23.50390286
Genesys International Corporation Ltd.,IT,134.55,60.26349914,0.423,0.019817763,0.023234157,0.027149933,0.073812298,10.00033416,0.078983813,62.69649335
KPIT Technologies Ltd.,IT,134.7,391.3368545,0.8328,1.636497866,0.184173492,0.140132734,0.080026202,76.4026544,0.079192822,-18.9286789
Atul Auto Ltd.,Auto & Auto Anc.,438,141.3816058,0.473,0.173859575,0.363184426,0.538369988,0.105846274,34.85622442,0.079423234,-21.96686264
